OTUname	acc	Kingdom	Supergroup	Phylum	Tax1	Tax2	Species	Id	E-val	bit	length
OTU2596	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	99.00	0.0	719	401
OTU26	EF432538.1	Eukaryota	Choanoflagellates	Choanoflagellida	unclassified_Choanoflagellida	unclassified_Choanoflagellida	Choanoflagellida_sp._SL117	92.33	7,00E-163	566	404
OTU260	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	94.74	1,00E-179	621	399
OTU2606	AF399151.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Tontoniidae	Laboea	Laboea_strobila	98.99	0.0	710	396
OTU2607	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	97.71	0.0	676	393
OTU2608	FN562437.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Prasinoderma	95.27	0.0	634	402
OTU2616	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	94.47	9,00E-177	612	398
OTU262	DQ303924.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Protaspis	98.54	0.0	725	410
OTU263	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	89.75	2,00E-144	505	400
OTU264	GQ375265.1	Eukaryota	Cryptophyta	Pyrenomonadales	Pyrenomonadales	Chroomonadaceae	Falcomonas	Cryptophyceae_sp._CCMP2293	100.00	0.0	732	396
OTU265	EF526932.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cercozoa_clone_SA24H12	99.27	0.0	743	412
OTU266	AB246693.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	Spumellaria	Larcopyle	84.75	1,00E-111	396	413
OTU267	EU039908.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Colpodea	Sorogena	Sorogena_stoianovitchae	81.16	2,00E-83	302	398
OTU2672	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	95.20	1,00E-180	625	396
OTU268	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	100.00	0.0	743	402
OTU2684	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	99.00	0.0	721	402
OTU2687	AY664971.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_NW414.36	Dino_clone_SCM15C21	98.76	0.0	715	402
OTU269	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	98.51	0.0	710	402
OTU2691	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	96.47	0.0	654	397
OTU2695	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	98.01	0.0	699	403
OTU2699	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.73	0.0	702	395
OTU27	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	96.28	0.0	662	403
OTU270	AJ246278.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	99.75	0.0	737	402
OTU2707	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.74	0.0	704	397
OTU271	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_8	Guillou_8	91.38	7,00E-158	549	406
OTU2714	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.73	0.0	702	395
OTU272	AF363188.2	Eukaryota	stramenopiles	MASTs	MAST_4	MAST_4	ME1_18	97.52	0.0	691	404
OTU2720	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	97.72	0.0	678	394
OTU2721	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	98.76	0.0	715	403
OTU2722	FN562453.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Bathycoccus	97.46	0.0	671	393
OTU2724	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	88.78	7,00E-138	483	401
OTU2725	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.23	0.0	691	395
OTU273	AY381157.1	Eukaryota	stramenopiles	MASTs	MAST_3	MAST_3	HE000427.20	89.43	1,00E-145	508	407
OTU2733	FN562453.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Bathycoccus	98.73	0.0	702	395
OTU2734	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	99.00	0.0	721	402
OTU2738	EF058252.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Woloszynskiaceae	Woloszynskia_halophila_strain_WHTV_S1	98.25	0.0	701	400
OTU2739	EF058252.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Woloszynskiaceae	Woloszynskia_halophila_strain_WHTV_S1	98.76	0.0	715	402
OTU274	AF167155.1	Eukaryota	stramenopiles	Bolidophyceae	Bolidophyceae	Bolidomonas	Bolidomonas	98.51	0.0	713	404
OTU2742	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	99.49	0.0	717	394
OTU2743	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	98.51	0.0	710	403
OTU2746	DQ837534.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium_sensu_largo	Gymnodinium_dorsalisulcum	99.00	0.0	721	402
OTU2747	EF058252.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Woloszynskiaceae	Woloszynskia_halophila_strain_WHTV_S1	97.51	0.0	688	402
OTU275	AF139462.1	Eukaryota	Rhodophyta	Bangiophyceae	Bangiophyceae	Rhodochaetales	Rhodochaete	91.16	8,00E-93	333	249
OTU2752	FJ590769.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Minidiscus	98.26	0.0	706	403
OTU2753	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.73	0.0	702	395
OTU276	EF173017.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	97.01	0.0	673	401
OTU2770	EF172923.1	Eukaryota	Alveolata	MALVs	MALV_II_F_group	Guillou_26	Guillou_26	87.34	1,00E-130	459	403
OTU2778	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	98.76	0.0	717	403
OTU2779	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	97.26	0.0	682	402
OTU278	DQ393786.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	TintinnidsCodonellopsis	89.75	5,00E-144	503	400
OTU2785	FJ590769.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Minidiscus	99.26	0.0	732	405
OTU2786	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	99.24	0.0	713	395
OTU279	denovo9	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Brachidiniales	Brachidiniaceae_Karlodinium	Karlodinium	99.25	0.0	721	400
OTU28	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	97.22	0.0	669	395
OTU280	JN615412.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_incertae_sedis	Amphidomataceae_Amphidoma	Amphidoma	98.26	0.0	704	403
OTU2805	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	99.25	0.0	726	402
OTU2807	FJ626712.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_DinoRS24	Dinophyceae_sp.SA7.9	98.76	0.0	715	402
OTU281	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	93.80	1,00E-174	604	403
OTU282	AF290540.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Protaspis	98.54	0.0	725	410
OTU2820	HM483398.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Perdiniales_incertae_sedis_Dubosquodinium	Duboscquodinium	99.00	0.0	721	402
OTU283	HQ869322.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_SHBA662	85.82	7,00E-118	416	402
OTU284	EU780604.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Envrion_III.A	Envrion_III.A	92.84	7,00E-168	582	405
OTU285	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	100.00	0.0	737	399
OTU2854	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	99.00	0.0	721	402
OTU286	DQ303924.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Protaspis	97.32	0.0	695	410
OTU2864	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	94.75	1,00E-179	621	400
OTU287	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	95.24	0.0	632	399
OTU2871	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	95.74	0.0	641	399
OTU288	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	92.31	1,00E-164	571	403
OTU289	AF363196.2	Eukaryota	stramenopiles	MASTs	MAST_7	MAST_7	ANT12_10	95.27	0.0	636	402
OTU29	DQ303923.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Ebriidae	Ebria	94.40	0.0	628	411
OTU290	EF140623.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Bacillariales	Fragilariopsis	98.77	0.0	721	406
OTU291	EU500144.1	Eukaryota	stramenopiles	MASTs	MAST_10	MAST_10	hotxp2a1	90.46	2,00E-153	534	409
OTU2914	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	99.25	0.0	726	402
OTU2919	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	95.00	0.0	627	400
OTU292	JN615412.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_incertae_sedis	Amphidomataceae_Amphidoma	Amphidoma	97.02	0.0	676	403
OTU2925	HM483398.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium_sensu_largo	Dino_clone_North_Pole_SW0_72	91.36	3,00E-157	547	405
OTU293	AB295041.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Cochlodinium	Cochlodinium_fulvescens	87.81	7,00E-133	466	402
OTU2938	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	98.48	0.0	697	395
OTU294	DQ314810.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cryothecomonad_NW617.37	96.35	0.0	675	411
OTU295	HM067002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	86.21	7,00E-123	433	406
OTU2959	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	99.24	0.0	710	393
OTU296	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	97.52	0.0	689	403
OTU2962	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	98.99	0.0	708	395
OTU2967	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.24	0.0	693	397
OTU297	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	91.81	3,00E-161	560	403
OTU2979	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	88.78	7,00E-138	483	401
OTU298	AY954994.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1545_clade_D	100.00	0.0	734	397
OTU2980	AM412774.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Hypotrichea	Amphisiella	Amphisiella_magnigranulosa	95.24	0.0	628	399
OTU2982	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	90.05	1,00E-145	508	402
OTU2987	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	90.55	5,00E-149	520	402
OTU299	EU818590.1	Eukaryota	Alveolata	MALVs	MALV_II_E_group	Guillou_22	Guillou_22	96.99	0.0	669	399
OTU2995	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	97.47	0.0	673	396
OTU3	AB120002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_fusiforme	100.00	0.0	743	402
OTU30	AB295041.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Cochlodinium	Cochlodinium_fulvescens	85.86	1,00E-120	425	403
OTU300	DQ303923.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Ebriidae	Ebria	94.89	0.0	640	411
OTU301	DQ314813.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_NOR46.15	96.10	0.0	669	410
OTU302	AM490987.2	Eukaryota	Haptophyceae[prymnesiophytes]	Syracosphaerales_Zygodiscales	Syracosphaerales	Syracosphaeraceae	Syracosphaera	99.00	0.0	721	402
OTU3027	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	96.46	0.0	652	396
OTU303	AJ402349.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Environ_III.O	Environ_III.O	96.02	0.0	654	402
OTU3030	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	91.02	2,00E-152	531	401
OTU3035	AJ246278.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	96.52	0.0	664	402
OTU304	DQ314810.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cryothecomonad_NW617.37	96.10	0.0	669	410
OTU3043	AY485490.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Bacillariales	Pseudo_nitzschia	99.01	0.0	726	405
OTU305	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	89.58	3,00E-146	510	403
OTU3051	AB275066.1	Eukaryota	Choanoflagellates	Choanoflagellida	Crespedida	Crespedida	DSGM66	92.73	3,00E-166	577	399
OTU3054	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	98.50	0.0	702	399
OTU306	FN690573.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	unclassified_Bacillariophyceae	Diatom_Baltic_Sea_Ice_clone8_90	98.76	0.0	715	402
OTU307	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	97.77	0.0	693	403
OTU3071	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	99.24	0.0	713	395
OTU308	FJ196076.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Tintinnids	Tintinnopsis	Tintinnopsis	95.44	0.0	628	395
OTU3082	Y16232.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Prorocentrales	Prorocentraceae_Prorocentrum	Prorocentrum_mexicanum	98.76	0.0	715	402
OTU3084	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Syracosphaerales_Zygodiscales	Syracosphaerales	Syracosphaeraceae	Syracosphaera	97.52	0.0	688	403
OTU3086	AJ246277.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	98.01	0.0	699	402
OTU3087	AJ632205.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Skeletonema	98.25	0.0	704	401
OTU309	EF058237.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Peridiniales_incerate_sedis_Pentapharsodinium	Glenodinium	99.25	0.0	726	402
OTU31	AY485484.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Naviculales	Navicula	99.50	0.0	732	402
OTU310	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	98.51	0.0	710	403
OTU3100	DQ779991.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium_sensu_largo	Gymnodinium_aureolum	98.76	0.0	715	402
OTU3101	AY485490.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Bacillariales	Pseudo_nitzschia	98.77	0.0	719	405
OTU3105	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	98.26	0.0	704	402
OTU311	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	98.76	0.0	717	403
OTU312	Y16232.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Peridiniales_incerate_sedis_Adenoides	Adenoides	78.08	1,00E-66	246	406
OTU3125	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	96.71	0.0	658	395
OTU3128	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	97.74	0.0	682	398
OTU3129	denovo6	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	88.31	3,00E-136	477	402
OTU313	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	91.50	3,00E-156	544	400
OTU3134	JX262491.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_incertae_sedis	Amphidomataceae_Azadinium	Azadinium_spinosum	97.51	0.0	688	402
OTU3135	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	97.21	0.0	667	394
OTU3137	M87327.2	Eukaryota	Haptophyceae[prymnesiophytes]	Isochrysidales	Isochrysidales	Noelaerhabdaceae	Emiliania	98.76	0.0	713	402
OTU3139	AM490987.2	Eukaryota	Haptophyceae[prymnesiophytes]	Syracosphaerales_Zygodiscales	Syracosphaerales	Syracosphaeraceae	Syracosphaera	98.01	0.0	699	402
OTU314	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	89.08	3,00E-142	497	403
OTU3142	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	97.77	0.0	693	403
OTU315	EF173017.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	99.00	0.0	715	399
OTU3154	AY919816	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	unclassified_Chrysophyte	Chrysophyte_Lake_Georges_clone_LG47_07	97.52	0.0	691	404
OTU316	GU246574.1	Eukaryota	Rhizaria	Acantharea	Acantharea	Arthracanthida	Acantharian	89.26	2,00E-139	488	391
OTU3160	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	98.99	0.0	708	395
OTU3161	AB252658.1	Eukaryota	stramenopiles	PX_clade	PX_clade	Sphacelariales	Choristocarpus	89.65	1,00E-150	525	425
OTU317	EU500144.1	Eukaryota	stramenopiles	MASTs	MAST_10	MAST_10	hotxp2a1	90.17	3,00E-151	527	407
OTU3175	AJ402349.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Environ_III.O	Environ_III.O	96.00	0.0	651	400
OTU3178	AJ564772.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	94.46	9,00E-177	612	397
OTU318	EU780626.1	Eukaryota	Alveolata	MALVs	MALV_II_F_group	Guillou_26	Guillou_26	95.25	0.0	634	400
OTU3184	DQ514884.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Thalassiosira	99.01	0.0	723	403
OTU3187	FJ590769.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Minidiscus	96.79	0.0	676	405
OTU319	AM490987.2	Eukaryota	Haptophyceae[prymnesiophytes]	Syracosphaerales_Zygodiscales	Syracosphaerales	Syracosphaeraceae	Syracosphaera	98.01	0.0	699	402
OTU32	AY664971.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_NW414.36	Dino_clone_SCM15C21	100.00	0.0	743	402
OTU3207	denovo6	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	88.56	7,00E-138	483	402
OTU321	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_G_group	Guillou_24	Guillou_24	89.11	7,00E-143	499	404
OTU322	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	93.80	1,00E-174	604	403
OTU3223	GQ351701.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Litostomatea	Litonotus	Litonotus	96.35	9,00E-156	542	329
OTU323	FN999015.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Oligohymenophorea	Durchoniella_ALS_2010b	Durchoniella_ALS_2010b	92.31	2,00E-158	551	390
OTU3236	AB120004.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_helveticum	98.26	0.0	702	402
OTU324	AY268045.1	Eukaryota	Rhizaria	Sticholonche	Sticholonche	Sticholonchidae	Sticholonche	97.53	0.0	693	405
OTU325	FJ032659.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	unclassified_Pelagophyceae	Pelagophyte_clone_DH114_3A43	99.75	0.0	747	407
OTU3257	AM490984.2	Eukaryota	Haptophyceae[prymnesiophytes]	Coccosphaerales	Coccosphaerales	Pontosphaeraceae	Scyphosphaera	97.76	0.0	693	402
OTU326	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	95.31	0.0	638	405
OTU3269	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	99.75	0.0	723	394
OTU327	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	96.24	0.0	654	399
OTU3276	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	93.73	2,00E-172	597	399
OTU328	DQ314838.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	Nassellaria	Nassellaria	91.02	9,00E-157	545	412
OTU3280	AM490984.2	Eukaryota	Haptophyceae[prymnesiophytes]	Coccosphaerales	Coccosphaerales	Pontosphaeraceae	Scyphosphaera	98.01	0.0	699	402
OTU3284	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	97.52	0.0	688	403
